airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price,Actual_Price,Predicted_Price
3,457,3,0,0,2,2,1,5.25,36,4431,4431,4815.4
5,1522,3,0,0,3,2,1,11.25,36,5656,5656,21679.6
5,1522,3,0,0,3,2,1,12.0,36,5656,5656,21679.6
5,1518,3,4,0,5,2,1,12.17,36,5656,5656,25720.6
5,1437,3,4,0,2,2,1,8.83,36,5668,5668,9660.6
1,907,3,2,0,5,2,1,4.75,36,5410,5410,5569.6
5,1527,3,2,0,5,2,1,5.25,36,5823,5823,6854.2
5,1529,3,1,0,5,2,1,14.75,36,5823,5823,5823.0
5,1527,3,2,0,4,2,1,15.17,36,5823,5823,6196.8
5,1527,3,2,0,4,2,1,16.17,36,5823,5823,5823.0
5,1522,3,0,0,2,2,1,5.17,36,5892,5892,33641.8
5,1520,3,5,0,0,2,1,16.92,36,5892,5892,13399.6
5,1520,3,5,0,2,2,1,20.5,36,5892,5892,34256.8
2,1065,3,5,0,4,2,1,13.42,36,5720,5720,5911.2
5,1522,3,0,0,2,2,1,6.83,36,6292,6292,28521.4
5,1522,3,0,0,5,2,1,9.0,36,6292,6292,15602.2
2,1064,3,4,0,0,2,1,5.58,36,6198,6198,6342.6
3,463,3,0,0,5,2,1,8.33,36,6805,6805,3764.8
4,1315,3,4,0,2,2,1,6.42,36,8394,8394,8394.0
0,1135,3,2,0,3,2,1,5.58,37,2228,2228,2159.2
0,1141,3,0,0,5,2,1,7.92,37,2228,2228,2829.8
0,1141,3,0,0,3,2,1,11.0,37,2228,2228,2228.0
4,1313,3,5,2,5,2,1,2.08,37,2276,2276,2414.0
2,1051,3,5,2,3,2,1,2.33,37,2276,2276,2276.0
3,533,3,1,2,1,2,1,2.25,37,2278,2278,2301.4
5,1485,3,4,2,0,2,1,2.33,37,2665,2665,6852.8
0,1178,3,4,0,5,2,1,11.83,37,2695,2695,2377.4
3,565,3,0,0,5,2,1,6.17,37,3243,3243,3243.0
3,83,3,4,2,4,2,1,2.25,37,3611,3611,3229.8
1,908,3,1,0,0,2,1,6.5,37,4044,4044,3981.0
3,669,3,4,0,5,2,1,11.0,37,4229,4229,3947.8
2,1080,3,4,0,2,2,1,8.67,37,4386,4386,4523.8
1,828,3,5,0,4,2,1,12.5,37,4387,4387,18431.8
1,828,3,5,0,2,2,1,20.0,37,4387,4387,11409.4
1,828,3,5,0,5,2,1,22.17,37,4387,4387,25454.2
3,591,3,1,0,2,2,1,11.75,37,4838,4838,4300.2
3,128,3,5,2,3,2,1,2.25,37,4873,4873,3575.8
1,756,3,1,0,2,2,1,12.0,37,5118,5118,30367.4
5,1522,3,0,0,5,2,1,10.08,37,5656,5656,15474.8
5,1522,3,0,0,3,2,1,11.25,37,5656,5656,37703.2
5,1518,3,4,0,5,2,1,12.17,37,5656,5656,25615.6
5,1437,3,4,0,2,2,1,8.83,37,5668,5668,9693.6
1,907,3,2,0,5,2,1,4.75,37,5410,5410,5507.8
5,1529,3,1,0,0,2,1,6.5,37,5823,5823,5823.0
5,1529,3,1,0,5,2,1,12.83,37,5823,5823,5823.0
5,1529,3,1,0,5,2,1,16.08,37,5823,5823,5823.0
5,1527,3,2,0,4,2,1,16.17,37,5823,5823,5823.0
5,1522,3,0,0,2,2,1,5.17,37,5892,5892,33561.8
5,1518,3,4,0,0,2,1,5.58,37,5892,5892,23411.6
5,1518,3,4,0,0,2,1,6.0,37,5892,5892,19357.2
5,1520,3,5,0,0,2,1,15.08,37,5892,5892,35847.2
1,750,3,0,0,5,2,1,7.5,37,5697,5697,18530.2
1,902,3,4,0,5,2,1,9.58,37,5708,5708,5891.6
1,902,3,4,0,0,2,1,26.0,37,5708,5708,6225.4
3,457,3,0,0,5,2,1,8.25,37,5804,5804,4633.2
5,1518,3,4,0,2,2,1,11.25,37,6292,6292,22794.2
5,1520,3,5,0,4,2,1,12.08,37,6292,6292,15834.4
5,1520,3,5,0,2,2,1,22.17,37,6292,6292,23507.2
1,889,3,5,0,0,2,1,19.17,37,6128,6128,6044.0
1,905,3,4,0,5,2,1,10.08,37,6167,6167,6446.2
2,1064,3,4,0,0,2,1,5.58,37,6198,6198,6716.4
2,1064,3,4,0,2,2,1,10.0,37,6198,6198,6778.2
2,1073,3,5,0,3,2,1,6.0,37,6262,6262,6947.2
2,1064,3,4,0,2,2,1,7.5,37,6747,6747,6840.0
3,512,3,5,2,5,2,1,2.25,37,7708,7708,3077.0
4,1292,3,2,0,2,2,1,26.92,37,10121,10121,9848.2
0,1135,3,2,0,3,2,1,5.58,38,2228,2228,2193.6
0,1135,3,2,0,3,2,1,7.58,38,2228,2228,3461.0
0,1178,3,4,0,5,2,1,11.83,38,2228,2228,2377.4
0,1141,3,0,0,3,2,1,13.0,38,2228,2228,2193.6
4,1313,3,5,2,5,2,1,2.08,38,2276,2276,2649.4
5,1508,3,1,2,4,2,1,2.17,38,2665,2665,12565.4
5,1524,3,0,2,0,2,1,2.25,38,2665,2665,12535.4
5,1515,3,5,2,5,2,1,2.25,38,2665,2665,16881.2
3,517,3,1,2,4,2,1,2.25,38,2694,2694,2834.8
3,83,3,4,2,4,2,1,2.25,38,2694,2694,3076.2
3,128,3,5,2,3,2,1,2.25,38,2694,2694,3575.8
1,763,3,2,2,2,2,1,2.25,38,2696,2696,11014.4
1,765,3,4,2,0,2,1,2.5,38,2696,2696,15467.6
3,560,3,4,0,5,2,1,9.67,38,3943,3943,6129.4
2,1080,3,4,0,2,2,1,8.67,38,4386,4386,4126.0
1,828,3,5,0,4,2,1,12.5,38,4387,4387,11294.6
3,557,3,1,0,2,2,1,9.25,38,4504,4504,5271.2
0,1135,3,2,0,4,2,1,13.17,38,4860,4860,1956.8
5,1520,3,5,0,4,2,1,10.5,38,5656,5656,12562.0
5,1522,3,0,0,3,2,1,11.25,38,5656,5656,30923.4
5,1522,3,0,0,3,2,1,12.0,38,5656,5656,28459.4
5,1518,3,4,0,3,2,1,16.42,38,5656,5656,14899.8
5,1437,3,4,0,2,2,1,8.83,38,5668,5668,9851.2
3,697,3,4,0,0,2,1,5.42,38,5321,5321,4379.2
3,697,3,4,0,2,2,1,9.92,38,5321,5321,4636.0
5,1529,3,1,0,0,2,1,5.0,38,5823,5823,5823.0
5,1529,3,1,0,0,2,1,6.5,38,5823,5823,5823.0
5,1529,3,1,0,5,2,1,14.75,38,5823,5823,5823.0
5,1527,3,2,0,4,2,1,15.17,38,5823,5823,6196.8
5,1527,3,2,0,4,2,1,16.17,38,5823,5823,5823.0
3,560,3,4,0,2,2,1,5.33,38,5541,5541,5966.4
5,1518,3,4,0,0,2,1,6.0,38,5892,5892,21821.2
5,1520,3,5,0,0,2,1,15.08,38,5892,5892,25875.6
2,1076,3,4,0,2,2,1,6.33,38,5612,5612,6229.6
3,457,3,0,0,2,2,1,5.25,38,5636,5636,4591.2
1,750,3,0,0,5,2,1,7.5,38,5697,5697,18530.2
1,756,3,1,0,0,2,1,6.92,38,5787,5787,13317.4
1,756,3,1,0,2,2,1,12.0,38,5787,5787,30220.4
3,158,3,4,0,2,2,1,6.75,38,5846,5846,4321.4
5,1522,3,0,0,5,2,1,9.0,38,6292,6292,15602.2
5,1518,3,4,0,2,2,1,11.25,38,6292,6292,22731.2
1,902,3,4,0,5,2,1,12.92,38,6128,6128,5960.0
2,1064,3,4,0,0,2,1,5.58,38,7494,7494,7234.8
3,463,3,0,0,5,2,1,8.33,38,7498,7498,3869.4
0,1141,3,0,0,3,2,1,11.0,39,2228,2228,2193.6
0,1178,3,4,0,5,2,1,11.83,39,2228,2228,2377.4
0,1141,3,0,0,3,2,1,13.0,39,2228,2228,2228.0
0,1178,3,4,0,3,2,1,15.33,39,2228,2228,2327.6
2,1103,3,0,2,2,2,1,2.17,39,2276,2276,2204.8
3,512,3,5,2,5,2,1,2.25,39,2278,2278,3077.0
1,868,3,5,2,5,2,1,2.17,39,2276,2276,11146.8
3,560,3,4,0,2,2,1,5.33,39,2276,2276,5350.6
3,669,3,4,0,5,2,1,8.83,39,2276,2276,3513.4
5,1515,3,5,2,5,2,1,2.25,39,2665,2665,15414.8
0,1214,3,5,0,3,2,1,4.25,39,2851,2851,2851.0
3,533,3,1,2,1,2,1,2.25,39,3191,3191,2278.0
3,128,3,5,2,3,2,1,2.25,39,3191,3191,3695.4
3,565,3,0,0,5,2,1,6.17,39,3243,3243,3243.0
3,591,3,1,0,0,2,1,7.83,39,3397,3397,4300.2
3,463,3,0,0,5,2,1,8.33,39,3397,3397,3974.0
1,756,3,1,0,5,2,1,14.92,39,4172,4172,20326.2
2,1080,3,4,0,2,2,1,8.67,39,4386,4386,4126.0
1,828,3,5,0,4,2,1,12.5,39,4387,4387,4272.2
1,828,3,5,0,2,2,1,20.0,39,4387,4387,18431.8
1,828,3,5,0,2,2,1,21.08,39,4387,4387,25454.2
1,828,3,5,0,5,2,1,22.17,39,4387,4387,25454.2
3,557,3,1,0,2,2,1,9.25,39,4453,4453,4679.0
1,756,3,1,0,2,2,1,12.0,39,4593,4593,37322.4
3,517,3,1,2,4,2,1,2.25,39,4873,4873,2750.8
2,935,3,1,0,2,2,1,10.83,39,5029,5029,5212.8
5,1522,3,0,0,5,2,1,10.08,39,5656,5656,17065.2
5,1520,3,5,0,4,2,1,11.0,39,5656,5656,14130.0
5,1522,3,0,0,3,2,1,12.0,39,5656,5656,21679.6
0,1134,3,2,0,3,2,1,9.58,39,5409,5409,3858.0
5,1529,3,1,0,0,2,1,5.0,39,5823,5823,5823.0
5,1527,3,2,0,5,2,1,5.25,39,5823,5823,5480.2
5,1529,3,1,0,0,2,1,6.5,39,5823,5823,5823.0
5,1518,3,4,0,2,2,1,9.58,39,5892,5892,24285.2
5,1520,3,5,0,0,2,1,15.08,39,5892,5892,44268.8
5,1520,3,5,0,0,2,1,16.92,39,5892,5892,21821.2
5,1520,3,5,0,2,2,1,20.5,39,5892,5892,24285.2
1,753,3,4,0,5,2,1,11.0,39,5697,5697,34457.2
1,889,3,5,0,0,2,1,16.25,39,5708,5708,5792.0
1,889,3,5,0,5,2,1,23.58,39,5708,5708,5335.2
5,1520,3,5,0,2,2,1,22.17,39,6292,6292,21516.0
2,1064,3,4,0,0,2,1,6.5,39,7494,7494,7234.8
4,1292,3,2,0,2,2,1,26.92,39,10121,10121,9575.4
5,1508,3,1,2,4,2,1,2.17,40,2350,2350,16795.2
0,1238,3,5,0,3,2,1,5.17,40,2228,2228,2321.4
0,1135,3,2,0,3,2,1,7.58,40,2228,2228,2228.0
0,1134,3,2,0,3,2,1,9.58,40,2228,2228,3554.4
0,1178,3,4,0,3,2,1,15.33,40,2228,2228,2327.6
2,1050,3,1,2,4,2,1,2.0,40,2276,2276,2512.4
1,868,3,5,2,5,2,1,2.17,40,2276,2276,11027.2
1,763,3,2,2,2,2,1,2.25,40,2276,2276,15467.6
1,771,3,1,2,4,2,1,2.5,40,2276,2276,15383.6
3,560,3,4,0,2,2,1,5.33,40,2276,2276,2771.6
3,669,3,4,0,5,2,1,8.83,40,2276,2276,2646.0
3,565,3,0,0,5,2,1,6.17,40,3243,3243,3243.0
3,457,3,0,0,2,2,1,5.25,40,3397,3397,3561.2
3,591,3,1,0,0,2,1,7.83,40,3397,3397,4300.2
3,457,3,0,0,5,2,1,8.25,40,3397,3397,3666.2
3,486,3,0,0,5,2,1,8.75,40,3397,3397,4251.2
3,697,3,4,0,2,2,1,9.92,40,3397,3397,3841.6
3,591,3,1,0,2,2,1,11.75,40,3397,3397,4012.0
1,908,3,1,0,4,2,1,26.33,40,3729,3729,3827.6
2,1080,3,4,0,2,2,1,8.67,40,4386,4386,4523.8
1,787,3,4,0,5,2,1,12.0,40,4387,4387,11182.2
1,787,3,4,0,5,2,1,12.83,40,4387,4387,18204.6
1,828,3,5,0,0,2,1,14.0,40,4387,4387,18431.8
1,787,3,4,0,5,2,1,15.33,40,4387,4387,27456.0
1,828,3,5,0,2,2,1,20.0,40,4387,4387,25454.2
3,557,3,1,0,2,2,1,9.25,40,4453,4453,3299.2
1,756,3,1,0,4,2,1,27.25,40,4593,4593,13023.2
1,749,3,4,0,5,2,1,15.25,40,5157,5157,25175.6
5,1518,3,4,0,3,2,1,15.67,40,5656,5656,5656.0
2,1076,3,4,0,2,2,1,6.33,40,5365,5365,5365.0
5,1527,3,2,0,5,2,1,5.25,40,5823,5823,5950.6
5,1527,3,2,0,0,2,1,18.17,40,5823,5823,5823.0
5,1527,3,2,0,5,2,1,26.0,40,5823,5823,14414.2
5,1518,3,4,0,0,2,1,6.0,40,5892,5892,12624.6
5,1520,3,5,0,0,2,1,15.08,40,5892,5892,42678.4
5,1520,3,5,0,0,2,1,16.5,40,5892,5892,24285.2
5,1520,3,5,0,0,2,1,16.92,40,5892,5892,21821.2
5,1520,3,5,0,2,2,1,19.33,40,5892,5892,24285.2
5,1520,3,5,0,2,2,1,20.5,40,5892,5892,33481.8
1,889,3,5,0,0,2,1,16.25,40,5708,5708,5876.0
1,889,3,5,0,5,2,1,23.83,40,5708,5708,5335.2
2,1065,3,5,0,4,2,1,13.42,40,5720,5720,6429.6
5,1518,3,4,0,2,2,1,11.25,40,6292,6292,14510.6
1,750,3,0,0,5,2,1,10.83,40,6117,6117,29196.6
1,904,3,0,0,3,2,1,14.42,40,6747,6747,7587.0
2,1064,3,4,0,0,2,1,6.5,40,7494,7494,7701.0
5,1508,3,1,2,4,2,1,2.17,41,2350,2350,15480.4
0,1238,3,5,0,3,2,1,5.17,41,2228,2228,2321.4
0,1237,3,2,0,3,2,1,7.5,41,2228,2228,3418.4
0,1135,3,2,0,3,2,1,7.58,41,2228,2228,2321.4
0,1238,3,5,0,4,2,1,10.75,41,2228,2228,2047.2
4,1313,3,5,2,5,2,1,2.08,41,2276,2276,2746.8
2,1103,3,0,2,2,2,1,2.17,41,2276,2276,2204.8
2,1051,3,5,2,3,2,1,2.33,41,2276,2276,2276.0
3,134,3,2,2,2,2,1,2.08,41,2278,2278,2726.4
1,868,3,5,2,5,2,1,2.17,41,2276,2276,15312.4
3,457,3,0,0,5,2,1,8.25,41,2276,2276,3172.2
3,669,3,4,0,5,2,1,8.83,41,2276,2276,2232.2
3,517,3,1,2,4,2,1,2.25,41,3191,3191,2679.8
3,512,3,5,2,5,2,1,2.25,41,3191,3191,2964.8
3,457,3,0,0,2,2,1,5.25,41,3397,3397,3561.2
3,697,3,4,0,0,2,1,5.42,41,3397,3397,3617.4
3,591,3,1,0,2,2,1,11.75,41,3397,3397,3723.8
1,908,3,1,0,4,2,1,26.33,41,3729,3729,3872.8
1,828,3,5,0,4,2,1,12.5,41,4387,4387,11294.6
1,828,3,5,0,0,2,1,14.0,41,4387,4387,25454.2
1,828,3,5,0,2,2,1,21.08,41,4387,4387,25454.2
3,457,3,0,0,3,2,1,10.67,41,4746,4746,4578.0
5,1522,3,0,0,5,2,1,10.08,41,5656,5656,15602.0
5,1520,3,5,0,4,2,1,10.5,41,5656,5656,20783.6
5,1520,3,5,0,4,2,1,11.0,41,5656,5656,14130.0
5,1518,3,4,0,5,2,1,12.17,41,5656,5656,19239.0
5,1437,3,4,0,2,2,1,5.5,41,5668,5668,6484.0
1,907,3,2,0,5,2,1,4.75,41,5410,5410,5489.8
5,1529,3,1,0,5,2,1,14.75,41,5823,5823,5823.0
5,1518,3,4,0,2,2,1,8.42,41,5892,5892,15088.6
5,1520,3,5,0,0,2,1,15.08,41,5892,5892,24285.2
1,889,3,5,0,0,2,1,16.25,41,5708,5708,5960.0
2,1059,3,1,0,4,2,1,4.92,41,5720,5720,5720.0
5,1520,3,5,0,4,2,1,12.08,41,6292,6292,15855.6
2,1064,3,4,0,0,2,1,6.5,41,7494,7494,7551.6
2,1064,3,4,0,2,2,1,9.0,41,7494,7494,7195.2
5,1524,3,0,2,0,2,1,2.25,42,2200,2200,6813.8
5,1508,3,1,2,4,2,1,2.17,42,2350,2350,15627.4
0,1135,3,2,0,3,2,1,5.58,42,2228,2228,2228.0
0,1134,3,2,0,3,2,1,9.58,42,2228,2228,2508.2
0,1178,3,4,0,5,2,1,11.83,42,2228,2228,2277.8
0,1141,3,0,0,3,2,1,13.0,42,2228,2228,2321.4
0,1135,3,2,0,4,2,1,13.17,42,2228,2228,2534.6
4,1313,3,5,2,5,2,1,2.08,42,2276,2276,2746.8
2,1103,3,0,2,2,2,1,2.17,42,2276,2276,2204.8
2,1051,3,5,2,3,2,1,2.33,42,2276,2276,2276.0
3,533,3,1,2,1,2,1,2.25,42,2278,2278,2838.8
3,165,3,5,2,5,2,1,2.25,42,2278,2278,3264.4
1,763,3,2,2,2,2,1,2.25,42,2276,2276,15467.6
1,771,3,1,2,4,2,1,2.5,42,2276,2276,15383.6
0,1214,3,5,0,3,2,1,4.25,42,2851,2851,3250.4
3,128,3,5,2,3,2,1,2.25,42,3191,3191,5088.2
3,591,3,1,0,0,2,1,7.83,42,3397,3397,3723.8
3,486,3,0,0,5,2,1,8.75,42,3397,3397,3992.8
3,83,3,4,2,4,2,1,2.25,42,3611,3611,3412.6
1,908,3,1,0,5,2,1,16.67,42,3729,3729,4470.6
1,787,3,4,0,5,2,1,12.0,42,4387,4387,18638.6
1,828,3,5,0,4,2,1,12.0,42,4387,4387,11409.4
1,787,3,4,0,5,2,1,12.83,42,4387,4387,25661.0
1,828,3,5,0,2,2,1,20.0,42,4387,4387,25454.2
1,828,3,5,0,2,2,1,21.08,42,4387,4387,25454.2
3,557,3,1,0,2,2,1,9.25,42,4453,4453,2707.0
5,1522,3,0,0,5,2,1,10.08,42,5656,5656,31528.6
5,1520,3,5,0,4,2,1,11.0,42,5656,5656,14131.0
5,1518,3,4,0,3,2,1,15.67,42,5656,5656,14899.8
5,1437,3,4,0,2,2,1,5.5,42,5668,5668,6484.0
1,907,3,2,0,5,2,1,4.75,42,5410,5410,5410.0
5,1527,3,2,0,5,2,1,5.25,42,5823,5823,17441.4
5,1529,3,1,0,0,2,1,6.5,42,5823,5823,5823.0
5,1529,3,1,0,5,2,1,16.08,42,5823,5823,5823.0
5,1527,3,2,0,4,2,1,16.17,42,5823,5823,5823.0
5,1518,3,4,0,0,2,1,5.58,42,5892,5892,21821.2
5,1518,3,4,0,2,2,1,9.58,42,5892,5892,24285.2
1,753,3,4,0,5,2,1,11.0,42,5697,5697,34457.2
1,889,3,5,0,5,2,1,23.83,42,5708,5708,5046.4
2,1065,3,5,0,4,2,1,13.42,42,5720,5720,6429.6
1,753,3,4,0,5,2,1,14.33,42,6117,6117,29196.6
2,1064,3,4,0,2,2,1,7.5,42,6747,6747,7143.0
1,904,3,0,0,3,2,1,14.42,42,6747,6747,8175.0
2,1064,3,4,0,0,2,1,5.58,42,7494,7494,7182.6
2,1064,3,4,0,0,2,1,6.5,42,7494,7494,6826.2
2,1064,3,4,0,2,2,1,10.83,42,7494,7494,7234.8
2,1064,3,4,0,5,2,1,13.0,42,7494,7494,7224.8
0,1141,3,0,0,5,2,1,7.92,43,2228,2228,2159.2
0,1141,3,0,0,3,2,1,11.0,43,2228,2228,2287.0
1,868,3,5,2,5,2,1,2.17,43,2276,2276,15312.4
3,697,3,4,0,0,2,1,5.42,43,2276,2276,3037.8
3,669,3,4,0,5,2,1,11.0,43,2276,2276,2276.0
0,1214,3,5,0,3,2,1,4.25,43,2851,2851,3579.8
3,517,3,1,2,4,2,1,2.25,43,3611,3611,2881.6
1,908,3,1,0,5,2,1,16.67,43,3729,3729,5197.4
1,828,3,5,0,4,2,1,12.5,43,4387,4387,18431.8
1,828,3,5,0,5,2,1,23.0,43,4387,4387,11472.4
5,1522,3,0,0,5,2,1,10.08,43,5656,5656,15602.0
5,1518,3,4,0,3,2,1,15.67,43,5656,5656,23270.0
5,1529,3,1,0,5,2,1,12.83,43,5823,5823,5823.0
5,1529,3,1,0,5,2,1,13.92,43,5823,5823,5823.0
5,1529,3,1,0,5,2,1,14.75,43,5823,5823,5823.0
5,1527,3,2,0,0,2,1,19.67,43,5823,5823,5823.0
5,1529,3,1,0,4,2,1,26.0,43,5823,5823,5352.6
5,1518,3,4,0,5,2,1,12.17,43,5866,5866,25615.6
5,1518,3,4,0,0,2,1,6.0,43,5892,5892,21821.2
5,1520,3,5,0,0,2,1,16.92,43,5892,5892,13399.6
1,889,3,5,0,0,2,1,16.25,43,5708,5708,5824.2
5,1520,3,5,0,4,2,1,12.08,43,6292,6292,16503.4
1,889,3,5,0,0,2,1,19.17,43,6128,6128,6128.0
2,1064,3,4,0,2,2,1,7.5,43,6747,6747,7033.2
1,904,3,0,0,3,2,1,14.42,43,6747,6747,7629.0
2,1064,3,4,0,0,2,1,5.58,43,7494,7494,6716.4
2,1064,3,4,0,0,2,1,6.5,43,7494,7494,6923.4
2,1064,3,4,0,2,2,1,9.0,43,7494,7494,6716.4
4,1315,3,4,0,2,2,1,6.42,43,8394,8394,7690.4
0,1134,3,2,0,3,2,1,9.58,44,2228,2228,2508.2
4,1313,3,5,2,5,2,1,2.08,44,2276,2276,2826.2
3,533,3,1,2,1,2,1,2.25,44,2278,2278,2278.0
1,868,3,5,2,5,2,1,2.17,44,2276,2276,10907.6
1,763,3,2,2,2,2,1,2.25,44,2276,2276,6728.2
0,1214,3,5,0,3,2,1,4.25,44,2851,2851,3320.4
3,165,3,5,2,5,2,1,2.25,44,3191,3191,5744.6
3,565,3,0,0,5,2,1,6.17,44,3243,3243,3243.0
3,486,3,0,0,5,2,1,8.75,44,3397,3397,3794.2
3,591,3,1,0,2,2,1,11.75,44,3397,3397,3397.0
3,480,3,0,2,2,2,1,2.25,44,3611,3611,2809.0
2,1080,3,4,0,2,2,1,8.67,44,4126,4126,4910.2
1,828,3,5,0,4,2,1,12.0,44,4387,4387,18494.8
1,828,3,5,0,0,2,1,14.0,44,4387,4387,18431.8
1,828,3,5,0,5,2,1,22.25,44,4387,4387,18494.8
3,557,3,1,0,2,2,1,9.25,44,4453,4453,4609.8
3,386,3,4,0,2,2,1,5.25,44,4506,4506,3320.8
3,134,3,2,2,2,2,1,2.08,44,4873,4873,3331.6
5,1522,3,0,0,5,2,1,7.75,44,5656,5656,25208.8
5,1520,3,5,0,4,2,1,11.0,44,5656,5656,14905.0
5,1518,3,4,0,5,2,1,12.17,44,5656,5656,25742.8
5,1518,3,4,0,5,2,1,14.5,44,5656,5656,16743.6
5,1518,3,4,0,3,2,1,15.67,44,5656,5656,21679.6
5,1437,3,4,0,2,2,1,8.83,44,5668,5668,7203.8
1,907,3,2,0,4,2,1,16.25,44,5410,5410,5476.8
5,1527,3,2,0,5,2,1,5.25,44,5823,5823,5352.6
5,1529,3,1,0,5,2,1,14.75,44,5823,5823,5823.0
5,1529,3,1,0,5,2,1,16.08,44,5823,5823,5823.0
5,1518,3,4,0,0,2,1,5.58,44,5892,5892,15088.6
5,1518,3,4,0,2,2,1,8.42,44,5892,5892,24285.2
5,1518,3,4,0,2,2,1,9.58,44,5892,5892,33481.8
1,902,3,4,0,5,2,1,9.58,44,5708,5708,6354.4
5,1520,3,5,0,2,2,1,22.17,44,6292,6292,22291.0
3,517,3,1,2,4,2,1,2.25,44,6133,6133,2913.0
3,512,3,5,2,5,2,1,2.25,44,6133,6133,2979.6
1,902,3,4,0,5,2,1,12.92,44,6128,6128,6067.4
1,889,3,5,0,5,2,1,23.83,44,6128,6128,5046.4
1,905,3,4,0,5,2,1,10.08,44,6167,6167,6446.2
2,1064,3,4,0,5,2,1,13.0,44,6198,6198,7177.0
2,1073,3,5,0,3,2,1,6.0,44,6262,6262,5582.8
4,1315,3,4,0,2,2,1,6.42,44,8394,8394,6986.8
4,1292,3,2,0,2,2,1,26.33,44,10121,10121,10121.0
5,1524,3,0,2,0,2,1,2.25,45,2200,2200,15627.4
5,1525,3,2,2,2,2,1,2.33,45,2350,2350,12007.2
0,1135,3,2,0,3,2,1,7.83,45,2228,2228,2228.0
0,1238,3,5,0,4,2,1,10.67,45,2228,2228,2047.2
0,1141,3,0,0,3,2,1,13.0,45,2228,2228,2228.0
3,669,3,4,0,5,2,1,9.25,45,2276,2276,2878.6
1,763,3,2,2,2,2,1,2.25,45,2696,2696,11014.4
3,512,3,5,2,3,2,1,2.42,45,3191,3191,3162.2
0,1214,3,5,0,3,2,1,4.25,45,3201,3201,3390.4
3,565,3,0,0,5,2,1,7.33,45,3243,3243,3243.0
3,429,3,2,0,3,2,1,5.75,45,3397,3397,3406.2
3,560,3,2,0,3,2,1,6.33,45,3397,3397,3589.6
3,538,3,0,0,3,2,1,10.25,45,3397,3397,3316.4
3,275,3,1,2,4,2,1,2.42,45,3611,3611,4263.4
1,908,3,1,0,0,2,1,6.5,45,3729,3729,4079.6
1,768,3,5,0,4,2,1,11.67,45,4033,4033,27159.4
1,768,3,5,0,0,2,1,15.75,45,4033,4033,19527.2
1,789,3,1,0,0,2,1,6.75,45,4387,4387,27313.4
1,789,3,1,0,2,2,1,12.83,45,4387,4387,25454.2
1,787,3,4,0,5,2,1,12.83,45,4387,4387,18431.8
1,789,3,1,0,5,2,1,15.0,45,4387,4387,18352.0
1,787,3,4,0,5,2,1,15.08,45,4387,4387,27387.6
1,789,3,1,0,5,2,1,15.75,45,4387,4387,18506.0
3,697,3,4,0,2,2,1,10.5,45,4536,4536,2689.6
1,828,3,5,0,4,2,1,13.33,45,4702,4702,11420.6
1,828,3,5,0,0,2,1,14.42,45,4702,4702,25454.2
1,828,3,5,0,2,2,1,21.33,45,4702,4702,25454.2
3,697,3,4,0,0,2,1,5.75,45,4754,4754,2771.6
5,1522,3,0,0,5,2,1,10.08,45,5656,5656,25861.2
5,1520,3,5,0,4,2,1,11.0,45,5656,5656,14130.0
5,1522,3,0,0,3,2,1,11.25,45,5656,5656,5656.0
5,1518,3,4,0,5,2,1,12.17,45,5656,5656,33245.2
5,1518,3,4,0,3,2,1,16.42,45,5656,5656,21679.6
2,935,3,1,0,2,2,1,10.75,45,5365,5365,4945.8
1,907,3,2,0,4,2,1,16.25,45,5410,5410,5086.2
1,853,3,0,0,5,2,1,9.67,45,5433,5433,16873.2
5,1529,3,1,0,5,2,1,12.67,45,5823,5823,5823.0
5,1529,3,1,0,5,2,1,13.92,45,5823,5823,5823.0
5,1527,3,2,0,4,2,1,16.17,45,5823,5823,5823.0
5,1527,3,2,0,0,2,1,19.67,45,5823,5823,5823.0
5,1529,3,1,0,4,2,1,26.0,45,5823,5823,5823.0
5,1522,3,0,0,2,2,1,5.17,45,5892,5892,24365.2
5,1520,3,5,0,2,2,1,20.5,45,5892,5892,24285.2
5,1518,3,4,0,2,2,1,11.25,45,6292,6292,21516.0
5,1518,3,4,0,5,2,1,13.42,45,6292,6292,25294.0
1,889,3,5,0,5,2,1,23.83,45,6128,6128,4216.8
1,889,3,5,0,5,2,1,27.17,45,6128,6128,5130.4
2,1120,3,1,0,5,2,1,15.17,45,6262,6262,6520.2
5,1520,3,5,0,4,2,1,12.08,45,6817,6817,15602.2
5,1525,3,2,2,2,2,1,2.33,46,2350,2350,18110.0
0,1238,3,5,0,3,2,1,5.08,46,2228,2228,2228.0
0,1135,3,2,0,3,2,1,5.25,46,2228,2228,2193.6
2,1051,3,5,2,3,2,1,2.17,46,2276,2276,2276.0
2,1050,3,4,2,0,2,1,2.33,46,2276,2276,2276.0
1,763,3,2,2,2,2,1,2.25,46,2276,2276,11013.4
3,648,3,0,0,3,2,1,10.58,46,2276,2276,2952.2
3,486,3,0,0,2,2,1,4.92,46,3397,3397,3595.6
3,463,3,0,0,5,2,1,8.42,46,3397,3397,3397.0
3,486,3,0,0,5,2,1,8.83,46,3397,3397,3596.4
3,72,3,2,2,2,2,1,2.33,46,3611,3611,3596.0
3,462,3,5,2,3,2,1,2.33,46,3611,3611,4049.2
3,275,3,1,2,4,2,1,2.42,46,3611,3611,4238.2
